chain,token,target_wallet,direction,block_number,tx_hash,log_index,from,to,amount_raw,amount_cell,balance_before_cell,balance_after_cell
bsc,0xd98438889ae7364c7e2a3540547fad042fb24642,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,out,23111964,0x912f2a694e708c94cc298217beb1e099f6eab22e518b845ab0fa5661ba82df29,156,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,0x51181e641df44f7ff69aba600a465eaaac2226ed,100000000000000000000,100,1248597.301780513333478,1248497.301780513333478
bsc,0xd98438889ae7364c7e2a3540547fad042fb24642,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,out,23112002,0xdf7f2ff4daf08e958c8ccd827278b657beaaef6c02622d603cbf0a5a596a0020,236,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,0x51181e641df44f7ff69aba600a465eaaac2226ed,12016171994520000000000,12016.17199452,1248497.301780513333478,1236481.129785993333478
bsc,0xd98438889ae7364c7e2a3540547fad042fb24642,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,out,23122997,0x6838164ec81668352de4f46f8eec9b2e520c5a5307bdad40d2a4d9c4ab8a7846,176,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,0x8a9856f27a0bfacf74502056f7655590a5575b9b,245095925276613540000,245.09592527661354,1236481.129785993333478,1236236.033860716719938
bsc,0xd98438889ae7364c7e2a3540547fad042fb24642,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,out,23129463,0x93ee4bbecacb5e804c85f151ca7e5842fbe12476fe02b7de85e1fd3d5d83a550,184,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,0x7dc1bf1c7daec46d747c196ea630b6de8fe151de,1683218968000000000000,1683.218968,1236236.033860716719938,1234552.814892716719938
bsc,0xd98438889ae7364c7e2a3540547fad042fb24642,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,out,23133955,0x5fee98646bef8fc3ed944acb04a47c12501fd766b761a433ba9638811ec33f8c,284,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,0x71468412dd364c04681cda86b08e31282aeccbb5,2607325880730000000000,2607.32588073,1234552.814892716719938,1231945.489011986719938
bsc,0xd98438889ae7364c7e2a3540547fad042fb24642,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,out,23134170,0xfe1b7ccc21c52cd5a9b5bb6aaa0a63949d37a48e6e0a60606d809f561d998cd7,178,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,0x005178b02a3ed20a3b9bf71eb36ed064df001bce,1425513000000000000000,1425.513,1231945.489011986719938,1230519.976011986719938
bsc,0xd98438889ae7364c7e2a3540547fad042fb24642,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,out,23134472,0x884d66ebb06a7cd678118d8557dc673e10bb9a4c318a329011e752f7df4e4812,458,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,0xb37db7773af29f02d648e252edb0e8ace513c388,275028890000000000000,275.02889,1230519.976011986719938,1230244.947121986719938
bsc,0xd98438889ae7364c7e2a3540547fad042fb24642,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,out,23137269,0xaba8b3399cb385ab6099664325d6249b1b2b0ad2a9ba841185db588647c2e439,434,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,0xa939ed0c4d7b364ea726a1726c318f77fc90fef3,5000000000000000000,5,1230244.947121986719938,1230239.947121986719938
bsc,0xd98438889ae7364c7e2a3540547fad042fb24642,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,out,23137452,0xc6d71a177140b8d1aa613f3e6862dbf96aa380fcceefdee3729d13e52a3d3802,287,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,0xa939ed0c4d7b364ea726a1726c318f77fc90fef3,1290930000000000000000,1290.93,1230239.947121986719938,1228949.017121986719938
bsc,0xd98438889ae7364c7e2a3540547fad042fb24642,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,out,23137861,0xb56eb7fb7fa9af1b856b94d5b869a9df0232c16e668d0cdc15aaf87a824ec1cc,322,0x8bbf051e8dfaa9c477bbd63fa5013ab3b988e218,0x53521e14123f916545781e95c0ce235a8ddd8b3d,5000000000000000000,5,1228949.017121986719938,1228944.017121986719938
